"id";"year"
176366621;2018
231859012;2018
148135410;2017
177890181;2018
83820364;2016
157715397;2017
267935951;2019
267923250;2019
225876527;2018
204311646;2018
243656524;2019
231857469;2018
105568901;2017
267805741;2019
267644335;2019
176324878;2018
267629592;2019
261642187;2019
225872576;2018
184978542;2018
164165569;2018
231850931;2018
267537242;2019
87793414;2016
265537389;2019
259746644;2019
204576817;2018
249889920;2019
150667333;2017
243557101;2019
63426388;2016
176314648;2018
105567967;2017
348694768;2019
265496270;2019
243525004;2019
265476243;2019
157705576;2017
145216187;2017
196935827;2018
176304218;2018
150660593;2017
231828684;2018
232423721;2018
265458672;2019
224603054;2018
214324417;2018
261666265;2019
243417199;2019
306029980;2019
262950024;2019
262958600;2019
262955571;2019
261628836;2019
96116601;2016
66629599;2016
164163578;2018
262906540;2019
225846322;2018
243311574;2019
231827731;2018
262884678;2019
262876728;2019
105562415;2017
222540110;2018
262860408;2019
261750028;2019
261743669;2019
231801736;2018
164356548;2018
176286271;2018
105553066;2017
261686828;2019
249854006;2019
179465407;2018
245857521;2019
47609913;2015
261655809;2019
221236715;2018
243203783;2019
105514130;2017
80485905;2016
243198608;2019
147168973;2017
259735558;2019
249821582;2019
259731261;2019
61718196;2016
243184807;2019
222539709;2018
105474556;2017
259728101;2019
219666826;2018
96116166;2016
385233231;2020
176276930;2018
231800276;2018
259725077;2019
179464197;2018
431907139;2020
259709785;2019
259711248;2019
259702777;2019
249820830;2019
216188428;2018
147152994;2017
243183456;2019
225812307;2018
63184692;2016
257934231;2019
249807435;2019
204286488;2018
243156230;2019
87753690;2016
257757086;2019
257757216;2019
257755344;2019
231786533;2018
257720399;2019
257721550;2019
99393336;2016
221232929;2018
83819570;2016
76307214;2016
164161732;2018
148592652;2017
110223338;2017
55671467;2016
385231548;2020
243061769;2019
231785287;2018
150552123;2017
146025857;2017
164136431;2018
105466252;2017
27071261;2015
253657789;2019
253641774;2019
222539486;2018
243020781;2019
231777509;2018
219664109;2018
253547701;2019
253623435;2019
253540222;2019
231774498;2018
215732635;2018
69236500;2016
243013145;2019
105464922;2017
253529022;2019
249289824;2019
111183326;2017
380579444;2020
242994689;2019
232450886;2018
222539320;2018
219616262;2018
348683671;2019
150347749;2017
231772915;2018
148864847;2017
249309154;2019
222539102;2018
214021223;2018
242967074;2019
176274851;2018
249444655;2019
216125555;2018
232503578;2018
249454963;2019
249158721;2019
96115799;2016
101195400;2017
242880643;2019
176272359;2018
249364438;2019
153602360;2017
150470871;2017
247711501;2019
164332427;2018
233837805;2018
225785893;2018
242872007;2019
241408132;2018
231772678;2018
247694168;2019
247686451;2019
221188844;2018
105415336;2017
247531444;2019
242869832;2019
233833921;2018
225733078;2018
340304283;2019
231755003;2018
105372624;2017
247487469;2019
222538920;2018
242865378;2019
83812867;2016
225695229;2018
245831146;2019
245825971;2019
109518867;2017
231751080;2018
245783067;2019
87746267;2016
219035621;2018
164132409;2018
242858431;2019
47568958;2015
243065288;2019
245739701;2019
222538702;2018
242856209;2019
231747282;2018
245376453;2019
241376303;2018
213538885;2018
72606293;2016
249800995;2019
232469032;2018
231745621;2018
221188203;2018
176264941;2018
157703157;2017
243149782;2019
183907004;2018
243075820;2019
204573980;2018
105413996;2017
164129327;2018
170523417;2018
176235601;2018
243036063;2019
154729108;2017
380517642;2020
151829313;2017
243018141;2019
176261431;2018
73338215;2016
241409005;2018
241375175;2018
241373815;2018
153598532;2017
241373338;2018
183891446;2018
170521092;2018
146606867;2017
381145067;2020
176259989;2018
241365146;2018
146605187;2017
145949435;2017
109551096;2017
72641280;2016
73330802;2016
164128077;2018
239723308;2018
239706327;2018
157699865;2017
47494856;2015
239672581;2018
216122417;2018
213467078;2018
213388889;2018
212930068;2018
176257150;2018
176395884;2018
73337433;2016
237797564;2018
150907554;2017
87741405;2016
239599010;2018
177834758;2018
145368696;2017
176235501;2018
164108959;2018
149210636;2017
72634290;2016
71368425;2016
96115764;2016
237848563;2018
193459700;2018
179352024;2018
153577588;2017
176222848;2018
237789870;2018
176210532;2018
105362680;2017
164099957;2018
235653936;2018
216097793;2018
213355354;2018
176521765;2018
235575861;2018
216087233;2018
235533688;2018
213344191;2018
178116486;2018
154727498;2017
176208990;2018
170508335;2018
257632011;2019
100046375;2017
76672406;2016
63906224;2016
105359841;2017
96115320;2016
176521260;2018
234039106;2018
164095484;2018
176184650;2018
164068509;2018
157699754;2017
380437536;2020
204571658;2018
73310879;2016
233939968;2018
233979960;2018
216070527;2018
233770068;2018
93452469;2016
211961517;2018
380089040;2020
175114331;2018
232533267;2018
182363326;2018
165857897;2018
150906723;2017
61716868;2016
255674774;2019
348675212;2019
164063892;2018
232511431;2018
83799875;2016
70470071;2016
176178113;2018
72617580;2016
232442737;2018
232433927;2018
211856855;2018
231678095;2018
249071186;2019
176171871;2018
231649587;2018
151829153;2017
231552480;2018
179425340;2018
231500963;2018
182324211;2018
153528687;2017
150465444;2017
176170079;2018
231399531;2018
151827040;2017
145199989;2017
379977476;2020
164063790;2018
231382878;2018
229372533;2018
178073544;2018
176145383;2018
105352882;2017
157698844;2017
67827251;2016
164059021;2018
229323536;2018
229265139;2018
229198971;2018
157696678;2017
150456674;2017
176128697;2018
229216339;2018
229196372;2018
226821585;2018
66035071;2016
105350141;2017
96114870;2016
190130823;2018
228713383;2018
154722932;2017
176118003;2018
164002250;2018
126830209;2017
228682689;2018
271494693;2019
179447674;2018
150456513;2017
228656984;2018
228642037;2018
226818443;2018
223016705;2018
87737145;2016
255672870;2019
348584133;2019
157654510;2017
226979942;2018
145215241;2017
176117993;2018
226798032;2018
226791792;2018
226773501;2018
45445750;2015
105307369;2017
176070257;2018
163952142;2018
222971603;2018
154710795;2017
65936206;2016
340081989;2019
176069201;2018
157636289;2017
379897507;2020
224786704;2018
153513920;2017
98014974;2016
105313994;2017
176068198;2018
224642292;2018
222530672;2018
157636122;2017
154708667;2017
145235624;2017
163929721;2018
192250450;2018
148133206;2017
189984886;2018
155286436;2017
45381639;2015
176067908;2018
67809773;2016
189943597;2018
222979114;2018
222747418;2018
150878759;2017
153503211;2017
96114510;2016
222782835;2018
222775035;2018
220689908;2018
98030722;2016
157621083;2017
222751577;2018
222751512;2018
218487482;2018
189900011;2018
176064442;2018
163926504;2018
220609837;2018
222542158;2018
176059361;2018
148069070;2017
222541201;2018
220512484;2018
147944080;2017
222540913;2018
218521232;2018
222540682;2018
189846739;2018
153503054;2017
152369218;2017
157620186;2017
176050945;2018
381108799;2020
222540043;2018
73279798;2016
105302031;2017
222521433;2018
222520918;2018
189834706;2018
340207293;2019
220477492;2018
96113520;2016
80466093;2016
176043220;2018
222336609;2018
216732657;2018
220657771;2018
176043132;2018
163882970;2018
157591655;2017
220267617;2018
218693547;2018
176042994;2018
218540648;2018
218557518;2018
189823403;2018
189814715;2018
153499425;2017
218520291;2018
189813255;2018
157590197;2017
105289945;2017
176004163;2018
380963040;2020
87699649;2016
216909083;2018
163875901;2018
216829917;2018
212585682;2018
59754383;2016
175962507;2018
96113384;2016
348556488;2019
157564204;2017
150456417;2017
105263531;2017
175955305;2018
163836814;2018
208607172;2018
147131497;2017
175697805;2018
214803583;2018
214639887;2018
214517129;2018
147012207;2017
106730327;2017
175752211;2018
175951449;2018
214491632;2018
214460637;2018
151826418;2017
175941573;2018
286299197;2019
163817250;2018
157542410;2017
175056146;2018
87695601;2016
55271252;2016
201963163;2018
212568448;2018
212558935;2018
163796361;2018
154706480;2017
208433946;2018
175919505;2018
212533171;2018
212529423;2018
212508815;2018
289656213;2019
212507714;2018
212507340;2018
175034613;2018
153496688;2017
175906707;2018
73260416;2016
105252183;2017
163772161;2018
73265524;2016
210523996;2018
175821965;2018
182206027;2018
157500450;2017
70469179;2016
175815263;2018
96036949;2016
182161254;2018
154698762;2017
108010430;2017
105243142;2017
155236340;2017
97972814;2016
145301067;2017
87661979;2016
72580591;2016
175803497;2018
208474939;2018
208482984;2018
154258635;2017
178065350;2018
96026345;2016
163767112;2018
207758235;2018
208442278;2018
204106354;2018
192249345;2018
105237401;2017
208338744;2018
204046321;2018
157475603;2017
178007516;2018
80456707;2016
175778201;2018
163766126;2018
177934286;2018
69397752;2016
147937515;2017
45267886;2015
175772321;2018
206880821;2018
206677767;2018
153495515;2017
206853529;2018
206807078;2018
206658808;2018
181052700;2018
152306872;2017
175753161;2018
163664811;2018
157472789;2017
320380927;2019
186593193;2018
163664036;2018
136540931;2017
181043294;2018
181033245;2018
135954555;2017
98447911;2016
44499125;2015
204470347;2018
204420825;2018
154696656;2017
175752120;2018
163601036;2018
70453306;2016
181027754;2018
179390385;2018
96025835;2016
201868622;2018
286150712;2019
149200804;2017
201813639;2018
154692848;2017
186507357;2018
181012377;2018
175743740;2018
105232382;2017
201797772;2018
163599659;2018
180981331;2018
379612722;2020
96446704;2016
176368852;2018
145311517;2017
107984324;2017
73205957;2016
69110967;2016
105231395;2017
176357678;2018
176353862;2018
107984078;2017
175121751;2018
107983696;2017
78052262;2016
55838223;2016
44178008;2015
147927631;2017
105196529;2017
96023329;2016
87636354;2016
320317998;2019
145311317;2017
105185001;2017
380839410;2020
174922629;2018
96021348;2016
72565264;2016
67855715;2016
106423923;2017
98443950;2016
95995047;2016
72560651;2016
67109078;2016
105169573;2017
171876352;2018
171988128;2018
83777347;2016
170373610;2018
60590093;2016
147986014;2017
95976960;2016
87630560;2016
171968447;2018
106420853;2017
106401963;2017
105168483;2017
171885301;2018
145309762;2017
72556281;2016
54745968;2015
95925937;2016
106406009;2017
284344086;2019
96444669;2016
105149016;2017
95918039;2016
348507474;2019
87626230;2016
150881344;2017
150881341;2017
154179083;2017
49237506;2015
83711078;2016
147931233;2017
85668379;2016
80421570;2016
105121727;2017
45714937;2015
43120304;2015
30111475;2015
106392340;2017
96771799;2016
80421355;2016
106388948;2017
76853153;2016
38100916;2015
105120489;2017
95840370;2016
348463973;2019
96440228;2016
73191801;2016
168739135;2018
165752634;2018
98448037;2016
93432664;2016
78037360;2016
105094394;2017
95801805;2016
152057949;2017
162751087;2018
116714980;2017
145210147;2017
105089904;2017
95801171;2016
96432802;2016
167536862;2018
162715398;2018
67087255;2016
64992162;2016
105087126;2017
95789437;2016
167466448;2018
152035542;2017
87622326;2016
167395680;2018
106301676;2017
95768710;2016
79785712;2016
93432517;2016
80404480;2016
105068083;2017
348434196;2019
87620069;2016
157119625;2017
167372882;2018
54691222;2015
105065678;2017
95760484;2016
106297591;2017
85668251;2016
76644725;2016
348295222;2019
286054660;2019
164303969;2018
162696176;2018
150880634;2017
87618589;2016
105062503;2017
340053043;2019
95760343;2016
106273610;2017
162619396;2018
96426247;2016
105563504;2017
84046968;2016
80363301;2016
76640684;2016
76850887;2016
105059180;2017
95755340;2016
87611917;2016
164365286;2018
152264599;2017
142770626;2017
108748719;2017
67998711;2016
67808478;2016
66203378;2016
105022069;2017
105058800;2017
122918458;2017
95673724;2016
93432382;2016
78035521;2016
105053240;2017
87609344;2016
162766762;2018
160774247;2018
67756569;2016
67085890;2016
57769889;2016
105534567;2017
162640510;2018
95671507;2016
96416561;2016
83672858;2016
105034553;2017
105527277;2017
348253186;2019
152262002;2017
87608786;2016
77222107;2016
71339234;2016
95629735;2016
422987075;2020
160837342;2018
67744321;2016
66197884;2016
105020270;2017
158340562;2017
160817474;2018
96402469;2016
87603525;2016
78028338;2016
76850569;2016
105500910;2017
160772202;2018
87595184;2016
77221913;2016
69359193;2016
64919399;2016
58080728;2016
104998335;2017
105500463;2017
160765803;2018
45712037;2015
30111194;2015
105489692;2017
159686271;2017
147972590;2017
95629434;2016
96134038;2016
104969091;2017
380768405;2020
147968425;2017
80358348;2016
105489328;2017
159766214;2017
157099655;2017
105480249;2017
147968119;2017
95584766;2016
104897684;2017
87594969;2016
96133912;2016
158333205;2017
158267354;2017
71330350;2016
105488571;2017
156978816;2017
95561578;2016
295547222;2019
104894079;2017
145209622;2017
158192447;2017
156953106;2017
158170376;2017
104567071;2017
96757020;2016
87594953;2016
83648885;2016
67734864;2016
104889963;2017
95555833;2016
157099817;2017
353013022;2019
156918241;2017
71295934;2016
157074980;2017
104550548;2017
96137079;2016
87594764;2016
71257379;2016
66106681;2016
104886918;2017
95437323;2016
243213328;2019
130741732;2017
155442588;2017
106603701;2017
94772624;2016
155399768;2017
155390627;2017
155238042;2017
104523595;2017
87593907;2016
67733569;2016
104884950;2017
95412781;2016
104499013;2017
431890105;2020
87592796;2016
53183883;2015
333073976;2019
155205645;2017
104492864;2017
87695904;2016
75400213;2016
104884944;2017
320313169;2019
154235990;2017
153452714;2017
153439539;2017
222538661;2018
87592649;2016
154201665;2017
154164158;2017
154153047;2017
104883634;2017
95398617;2016
154121216;2017
153448593;2017
153417367;2017
153454836;2017
153435311;2017
153392367;2017
96133409;2016
95378159;2016
75324662;2016
104815590;2017
95368837;2016
153388917;2017
83569480;2016
80353840;2016
107951453;2017
152029227;2017
106467797;2017
106171729;2017
76849999;2016
82315951;2016
104799338;2017
95367525;2016
152012443;2017
151987223;2017
87591627;2016
104776903;2017
219584346;2018
151972596;2017
104480282;2017
87693279;2016
78023010;2016
95367269;2016
96133366;2016
151923437;2017
150878994;2017
104716234;2017
149883658;2017
255672532;2019
150878896;2017
67666994;2016
67021121;2016
104712912;2017
148787003;2017
150878536;2017
149940687;2017
95366478;2016
87586902;2016
149934058;2017
103236940;2017
149928922;2017
149925823;2017
95366316;2016
104703822;2017
149893794;2017
87681562;2016
214942545;2018
83545612;2016
95365537;2016
402911627;2020
87560084;2016
87576543;2016
83511140;2016
80349388;2016
76614906;2016
104702894;2017
36098880;2015
149827441;2017
87574501;2016
80787077;2016
77220725;2016
55820794;2016
95361615;2016
87558916;2016
148800576;2017
148713971;2017
147843963;2017
96133333;2016
104702610;2017
148792325;2017
146636224;2017
148668234;2017
77999750;2016
95361103;2016
148761278;2017
96133288;2016
87569224;2016
104702451;2017
380751090;2020
148675670;2017
148652569;2017
146636002;2017
104702393;2017
103236773;2017
147912241;2017
83486734;2016
68631236;2016
104702222;2017
95360929;2016
147820955;2017
144197504;2017
77975961;2016
146639776;2017
146642335;2017
104702129;2017
146629712;2017
87535157;2016
76614513;2016
104701885;2017
86517987;2016
136075058;2017
77968215;2016
103235666;2017
76606849;2016
60494637;2016
104700048;2017
145301150;2017
145303001;2017
95248415;2016
80348319;2016
145277833;2017
103235050;2017
96133114;2016
96133028;2016
87530531;2016
104687512;2017
145276932;2017
145201636;2017
142769875;2017
95234831;2016
142764840;2017
145210318;2017
103217086;2017
83448048;2016
104679158;2017
332960396;2019
145209696;2017
145201486;2017
142763194;2017
87504349;2016
104677355;2017
142724802;2017
144338239;2017
95234024;2016
114224171;2017
135029556;2017
68622822;2016
135011220;2017
422927926;2020
145209181;2017
142744687;2017
87502339;2016
92051377;2016
68619870;2016
54612614;2015
104656672;2017
104674967;2017
134964994;2017
145201579;2017
144291255;2017
63601452;2016
380700603;2020
104673786;2017
95231441;2016
145201468;2017
142716255;2017
76849636;2016
104667453;2017
95182171;2016
87441572;2016
144262774;2017
124895950;2017
80346957;2016
145201278;2017
144224180;2017
124870917;2017
92040948;2016
51248009;2015
95157627;2016
139227593;2017
145201207;2017
124865385;2017
114195659;2017
112688935;2017
83394977;2016
104655771;2017
95134967;2016
144219627;2017
87435696;2016
104651474;2017
431834939;2020
103202036;2017
95123480;2016
53183868;2015
49359509;2015
72478183;2016
116545301;2017
119764294;2017
352979963;2019
142730965;2017
103185278;2017
76848926;2016
104649557;2017
95086524;2016
95123008;2016
103163872;2017
157468355;2017
116486920;2017
255672074;2019
116446369;2017
104647593;2017
103099778;2017
116465480;2017
77893825;2016
76071780;2016
118605689;2017
95106006;2016
141199800;2017
141084920;2017
141060067;2017
104643667;2017
141053068;2017
141148884;2017
141068650;2017
139402802;2017
116446458;2017
104632260;2017
87430105;2016
83379882;2016
104613086;2017
139381064;2017
245164208;2019
87380340;2016
86503028;2016
76848785;2016
104603939;2017
95046415;2016
95043224;2016
139296974;2017
96120990;2016
137782954;2017
352974414;2019
139283351;2017
102044412;2017
139240889;2017
102123096;2017
83372337;2016
55652350;2016
104601478;2017
271484406;2019
139220895;2017
86448636;2016
77875125;2016
104594669;2017
402315865;2020
77841244;2016
137787141;2017
87380028;2016
90550017;2016
137693432;2017
137777463;2017
137767684;2017
95041481;2016
102120029;2017
55178225;2016
104585057;2017
46091794;2015
137712415;2017
137595215;2017
83371034;2016
68618603;2016
95027071;2016
243196021;2019
136156092;2017
136151876;2017
136140072;2017
102100168;2017
104580383;2017
136112964;2017
136088455;2017
115662611;2017
95022077;2016
67655603;2016
104571679;2017
305952168;2019
112659148;2017
102047712;2017
87379378;2016
131532809;2017
72442026;2016
135008156;2017
134985382;2017
131585933;2017
95001619;2016
104486601;2017
134933064;2017
134841021;2017
95001601;2016
75398127;2016
104485434;2017
133305864;2017
83359995;2016
133099228;2017
112605797;2017
104483973;2017
133126507;2017
133146559;2017
102024883;2017
87365818;2016
96120938;2016
133142407;2017
131579438;2017
80343980;2016
94999013;2016
133097284;2017
83352809;2016
102013595;2017
89085973;2016
87343552;2016
104479776;2017
94988857;2016
133058813;2017
122640183;2017
131549312;2017
102011293;2017
96120898;2016
72436396;2016
104479357;2017
94986498;2016
131500841;2017
89071146;2016
83321798;2016
104477559;2017
219583306;2018
131477467;2017
130741866;2017
130741703;2017
131416637;2017
130733675;2017
100976850;2017
96120764;2016
87270645;2016
90483860;2016
104475033;2017
80341912;2016
130740336;2017
130735741;2017
68479637;2016
94971487;2016
130717632;2017
100971640;2017
96120712;2016
352967685;2019
104468838;2017
130703297;2017
94885174;2016
92040712;2016
76535244;2016
128878488;2017
100884805;2017
87267167;2016
83316637;2016
104439259;2017
104447808;2017
100862211;2017
128681676;2017
89151524;2016
80339353;2016
94884375;2016
128823052;2017
100817573;2017
87238441;2016
83311858;2016
128708434;2017
128793118;2017
72471323;2016
62507081;2016
104439248;2017
104436461;2017
128689678;2017
127523080;2017
127400477;2017
94883324;2016
68351514;2016
352950662;2019
127379215;2017
127531586;2017
100756023;2017
126155586;2017
80336719;2016
72442594;2016
320284756;2019
127321996;2017
119804685;2017
59667795;2016
380676177;2020
126172513;2017
127346375;2017
